Track Name,Artist Name(s),Album Name,Album Artist Name(s),Album Release Date,Track Duration (ms),Explicit,Popularity,Artist Genres,Danceability,Energy,Loudness,Speechiness,Acousticness
Sister Christian,Night Ranger,Boogie Nights / Music From The Original Motion Picture,Various Artists,01/01/1997,300066,FALSE,46,"album rock,classic rock,glam metal,hard rock,soft rock",0.444,0.575,-8.342,0.0439,0.135
Everything About You,Ugly Kid Joe,America's Least Wanted,Ugly Kid Joe,01/01/1992,260506,TRUE,0,"funk metal,funk rock,glam metal,hard rock",0.516,0.783,-7.895,0.0646,0.0117
Like Sister and Brother,The Drifters,Legends,The Drifters,25/09/2004,203013,FALSE,32,"adult standards,classic soul,doo-wop,rock-and-roll,rockabilly,soul",0.563,0.665,-8.161,0.0301,0.322
Go Your Own Way,Fleetwood Mac,Rumours,Fleetwood Mac,04/02/1977,218400,FALSE,0,"album rock,classic rock,rock,soft rock,yacht rock",0.597,0.812,-12.062,0.0315,0.0219
Jump,Rihanna,Unapologetic - Deluxe,Rihanna,10/12/2012,264453,FALSE,18,"barbadian pop,pop,urban contemporary",0.644,0.824,-6.169,0.231,0.221
Wolves,"Selena Gomez, Marshmello",Wolves,"Selena Gomez, Marshmello",25/10/2017,197993,FALSE,0,"pop,post-teen pop,brostep,edm,pop,progressive electro house",0.715,0.802,-4.647,0.0394,0.139
Turn Up The Love,"Far East Movement, Cover Drive",Dirty Bass (Spotify International Version),Far East Movement,01/01/2012,195960,FALSE,49,"asian american hip hop,dance pop,pop rap,barbadian pop,talent show",0.751,0.872,-4.186,0.115,0.12
Soul Revival,Johnny Diesel & The Injectors,Complete Eighties,Various Artists,25/06/2010,243226,FALSE,0,australian rock,0.367,0.946,-5.214,0.105,0.00312
Perfect,Ed Sheeran,÷ (Deluxe),Ed Sheeran,03/03/2017,263400,FALSE,85,"pop,singer-songwriter pop,uk pop",0.599,0.448,-6.312,0.0232,0.163
Oh Sherrie,Steve Perry,Greatest Hits + Five Unreleased,Steve Perry,01/12/1998,228800,FALSE,0,"album rock,mellow gold,new wave pop,soft rock,yacht rock",0.577,0.665,-5.572,0.0285,0.312
Get Down (You're the One for Me) - LP Edit No Rap,Backstreet Boys,Backstreet Boys,Backstreet Boys,06/05/1996,230386,FALSE,56,"boy band,dance pop,pop",0.777,0.94,-5.315,0.0407,0.0736
Down (feat. Gucci Mane),"Fifth Harmony, Gucci Mane",Fifth Harmony,Fifth Harmony,29/10/2017,165200,FALSE,50,"girl group,pop,talent show,atl hip hop,dirty south rap,hip hop,pop rap,rap,southern hip hop,trap",0.53,0.512,-7.094,0.133,0.0162
Rock You Like A Hurricane,Scorpions,Love At First Sting,Scorpions,04/05/1984,252493,FALSE,0,"album rock,german hard rock,german metal,german rock,hard rock,rock",0.482,0.601,-12.846,0.0486,0.00853
Sugar Shack,"Jimmy Gilmer, The Fireballs",Sugar Shack,"Jimmy Gilmer, The Fireballs",10/03/2014,120084,FALSE,3,surf music,0.792,0.737,-12.668,0.0549,0.397
Wake Me up When September Ends,Green Day,American Idiot,Green Day,21/09/2004,285653,FALSE,77,"modern rock,permanent wave,punk,rock",0.546,0.814,-5.146,0.0314,0.023
I Won't Back Down,Tom Petty and the Heartbreakers,Anthology: Through The Years,Tom Petty and the Heartbreakers,31/10/2000,175493,FALSE,0,"album rock,classic rock,hard rock,heartland rock,mellow gold,rock,singer-songwriter,soft rock",0.767,0.756,-4.788,0.0287,0.0643
Know Your Enemy,Green Day,21st Century Breakdown,Green Day,15/05/2009,190986,FALSE,65,"modern rock,permanent wave,punk,rock",0.56,0.958,-3.245,0.0412,0.0016
All I Need Is A Miracle,Mike + The Mechanics,Mike + The Mechanics,Mike + The Mechanics,05/10/1985,249826,FALSE,1,"album rock,mellow gold,new romantic,new wave,new wave pop,soft rock",0.612,0.876,-7.836,0.0339,0.0967
I Can Help,Billy Swan,The Best Of Billy Swan,Billy Swan,18/01/1998,238333,FALSE,45,swamp pop,0.471,0.675,-9.07,0.0513,0.511
Am I Ever Gonna See Your Face Again - Live,The Angels,Liveline,The Angels,01/01/1988,249733,FALSE,36,australian rock,0.209,0.945,-6.306,0.0589,0.00141
I Like it Like That - 2019 - Remaster,The Dave Clark Five,I Like It Like That (2019 - Remaster),The Dave Clark Five,06/09/1965,97946,FALSE,0,"british invasion,merseybeat",0.495,0.85,-6.884,0.121,0.2
Drive By,Train,California 37,Train,17/04/2012,195973,FALSE,80,"dance pop,neo mellow,pop,pop rock",0.765,0.837,-3.113,0.032,0.00107
This Is Who I Am,Vanessa Amorosi,Hazardous,Vanessa Amorosi,01/01/2009,205560,FALSE,0,"australian dance,australian pop,australian rock",0.583,0.959,-2.057,0.118,0.0435
A Hard Day's Night - Remastered 2009,The Beatles,A Hard Day's Night (Remastered),The Beatles,10/07/1964,154200,FALSE,65,"british invasion,classic rock,merseybeat,psychedelic rock,rock",0.59,0.805,-6.481,0.0371,0.137
Ghost,Ella Henderson,Ghost,Ella Henderson,08/06/2014,216106,FALSE,49,"dance pop,pop dance,talent show,uk pop",0.682,0.836,-3.777,0.0424,0.0464
Get That Jive - 2006 Remaster,Dragon,The Essential,Dragon,07/04/2007,167266,FALSE,14,"australian rock,kiwi rock",0.841,0.748,-6.279,0.0424,0.248
Justified & Ancient - Stand by the Jams,The KLF,Songs Collection,The KLF,03/08/1992,216270,FALSE,0,"acid house,ambient house,big beat,hip house",0.617,0.872,-12.305,0.048,0.0158
Only You Can Love Me This Way,Keith Urban,Only You Can Love Me This Way,Keith Urban,01/01/2009,247680,FALSE,6,"contemporary country,country,country road",0.566,0.429,-9.478,0.0286,0.457
When a Man Loves a Woman,Percy Sledge,When a Man Loves a Woman,Percy Sledge,1966,173866,FALSE,68,"classic soul,rock-and-roll,soul,southern soul",0.516,0.15,-20.41,0.0272,0.13
The Message,Grandmaster Flash & The Furious Five,The Message - EP,Grandmaster Flash & The Furious Five,01/01/1982,193000,FALSE,0,"bronx hip hop,old school hip hop",0.926,0.816,-7.072,0.221,0.042
Hold Me Closer,"Elton John, Britney Spears",Hold Me Closer,"Elton John, Britney Spears",26/08/2022,202245,FALSE,70,"glam rock,mellow gold,piano rock,rock,dance pop,pop",0.667,0.75,-4.602,0.0906,0.0746
Goodbye,Sneaky Sound System,Sneaky Sound System,Sneaky Sound System,2006,294133,FALSE,22,"australian dance,australian house,funktronica",0.728,0.912,-4.725,0.0486,0.0695
Music To My Heart,"Shab, Martinez Twins",Music To My Heart,Shab,23/07/2021,176282,FALSE,3,social media pop,0.755,0.796,-7.017,0.0505,0.00773
Last Night,Morgan Wallen,One Thing At A Time,Morgan Wallen,03/03/2023,163854,TRUE,81,contemporary country,0.492,0.673,-5.431,0.0347,0.413
Hold Me Now,Johnny Logan,4 Hits,Johnny Logan,16/09/2011,183960,FALSE,38,dansktop,0.433,0.28,-12.781,0.0378,0.678
Be-Bop-A-Lula,Gene Vincent & His Blue Caps,The Rock N' Roll Collection,Gene Vincent,01/01/1996,157206,FALSE,37,"rock-and-roll,rockabilly",0.607,0.561,-10.099,0.0425,0.421
The Dead Heart,Midnight Oil,Diesel And Dust,Midnight Oil,22/06/1987,310893,FALSE,0,"australian rock,new romantic",0.628,0.6,-16.276,0.03,0.0293
The Living Years,Mike + The Mechanics,Living Years,Mike + The Mechanics,28/10/1988,332333,FALSE,2,"album rock,mellow gold,new romantic,new wave,new wave pop,soft rock",0.527,0.429,-12.431,0.0321,0.655
Ciao Adios,Anne-Marie,Ciao Adios,Anne-Marie,10/02/2017,200104,FALSE,50,pop,0.698,0.882,-3.078,0.0863,0.127
Kiss Me More (feat. SZA),"Doja Cat, SZA",Kiss Me More (feat. SZA),"Doja Cat, SZA",09/04/2021,208866,TRUE,72,"dance pop,pop,pop,r&b,rap",0.762,0.701,-3.541,0.0286,0.235
Señorita,"Shawn Mendes, Camila Cabello",Shawn Mendes (Deluxe),Shawn Mendes,19/06/2019,190799,FALSE,79,"canadian pop,pop,viral pop,dance pop,pop",0.759,0.548,-6.049,0.0289,0.0379
Get Down Tonight,KC & The Sunshine Band,KC & the Sunshine Band... and More,KC & The Sunshine Band,13/12/1994,317106,FALSE,47,"disco,mellow gold,new wave pop,soft rock,soul",0.669,0.754,-12.223,0.0279,0.134
Are You Lonesome Tonight,Elvis Presley,"Elvis' Golden Records, Vol. 3",Elvis Presley,11/08/1963,187026,FALSE,48,"rock-and-roll,rockabilly",0.355,0.0922,-17.747,0.0515,0.918
Friday I'm In Love,The Cure,Greatest Hits,The Cure,01/01/2001,214400,FALSE,44,"new wave,permanent wave,rock,uk post-punk",0.553,0.946,-4.249,0.0383,0.00106
Give It 2 Me,Madonna,Hard Candy,Madonna,19/04/2008,287906,FALSE,54,"dance pop,pop",0.837,0.954,-3.512,0.0414,0.0933
Señorita,"Shawn Mendes, Camila Cabello",Señorita,"Shawn Mendes, Camila Cabello",21/06/2019,190960,FALSE,75,"canadian pop,pop,viral pop,dance pop,pop",0.759,0.54,-6.039,0.0287,0.037
Feelin' Alright,E.Y.C.,Express Yourself Clearly (U.S. Version),E.Y.C.,01/01/1993,250106,FALSE,12,,0.754,0.81,-9.779,0.0741,0.00277
Do You Want To,Franz Ferdinand,You Could Have It So Much Better,Franz Ferdinand,03/10/2005,215000,FALSE,0,"alternative rock,dance rock,indie rock,modern rock,rock,scottish rock",0.414,0.939,-2.887,0.047,0.0884
Can't Get Enough of Your Love,Taylor Dayne,Greatest Hits,Taylor Dayne,06/11/1995,266533,FALSE,25,"freestyle,hi-nrg,new romantic,new wave pop,soft rock,synthpop",0.689,0.743,-8.483,0.0337,0.0215
"It Ain't Me, Babe (with June Carter Cash)","Johnny Cash, June Carter Cash",The Essential Johnny Cash,Johnny Cash,12/02/2002,182960,FALSE,45,"arkansas country,outlaw country,rock,country",0.634,0.587,-6.595,0.03,0.271
Remember The Name (feat. Eminem & 50 Cent),"Ed Sheeran, Eminem, 50 Cent",No.6 Collaborations Project,Ed Sheeran,12/07/2019,206443,FALSE,32,"pop,singer-songwriter pop,uk pop,detroit hip hop,hip hop,rap,east coast hip hop,gangster rap,hip hop,pop rap,queens hip hop,rap",0.863,0.649,-7.194,0.156,0.196
(I Can't Get No) Satisfaction - Mono Version,The Rolling Stones,Out Of Our Heads,The Rolling Stones,30/07/1965,222813,FALSE,76,"album rock,british invasion,classic rock,rock",0.723,0.863,-7.89,0.0338,0.0383
Million Man,The Rubens,Million Man,The Rubens,27/10/2017,192106,FALSE,0,australian indie,0.472,0.544,-5.611,0.0997,0.203
Woke Up Late (feat. Hailee Steinfeld),"Drax Project, Hailee Steinfeld",Woke Up Late (feat. Hailee Steinfeld),Drax Project,21/01/2019,181859,FALSE,40,"nz pop,pop",0.698,0.66,-5.429,0.083,0.043
Better in Time,Leona Lewis,Spirit,Leona Lewis,28/01/2008,234600,FALSE,16,"british soul,dance pop,pop,talent show",0.585,0.707,-4.207,0.0511,0.525
Fortune Teller - Mono,The Rolling Stones,The Rolling Stones In Mono (Remastered 2016),The Rolling Stones,01/01/1966,139800,FALSE,13,"album rock,british invasion,classic rock,rock",0.475,0.937,-7.53,0.102,0.19
One of These Nights - 2013 Remaster,Eagles,One of These Nights (2013 Remaster),Eagles,10/06/1975,291685,FALSE,71,"album rock,classic rock,heartland rock,mellow gold,rock,soft rock,yacht rock",0.655,0.606,-10.385,0.0285,0.0603
Don't Worry,Marty Robbins,The Story Of My Life: The Best Of Marty Robbins 1952-1965,Marty Robbins,12/03/1996,194160,FALSE,36,"cowboy western,nashville sound",0.648,0.165,-16.446,0.0348,0.879
Take My Breath - Single Version,The Weeknd,Take My Breath,The Weeknd,06/08/2021,220196,FALSE,61,"canadian contemporary r&b,canadian pop,pop",0.748,0.74,-6.01,0.0484,0.0107
Sing Hallelujah!,Dr. Alban,One Love (2nd Edition),Dr. Alban,04/05/1992,240933,FALSE,0,"eurodance,europop,hip house",0.759,0.822,-7.268,0.0367,0.00136
That's Not My Name,The Ting Tings,We Started Nothing,The Ting Tings,29/07/2008,310573,FALSE,44,"alternative dance,dance-punk,electropop,neo-synthpop,new rave",0.755,0.901,-3.152,0.0893,0.0451
Someone,Kelly Clarkson,Piece By Piece (Deluxe Version),Kelly Clarkson,04/03/2016,219880,FALSE,26,"dance pop,pop,talent show",0.578,0.651,-6.924,0.0424,0.368
One Too Many,"Keith Urban, P!nk",One Too Many,"Keith Urban, P!nk",16/09/2020,203893,FALSE,60,"contemporary country,country,country road,dance pop,pop",0.697,0.535,-6.504,0.068,0.247
Special Needs,Placebo,Sleeping With Ghosts,Placebo,24/03/2003,315986,FALSE,0,"alternative rock,britpop,permanent wave,rock",0.301,0.571,-10.152,0.0332,0.00082
Oh Boy!,"Buddy Holly, The Crickets",The Definitive Collection,Buddy Holly,18/04/2006,126986,FALSE,49,"classic rock,folk rock,mellow gold,rock-and-roll,rockabilly,singer-songwriter,doo-wop,rock-and-roll,rockabilly",0.528,0.638,-7.193,0.0369,0.661
Black Velvet,Alannah Myles,Alannah Myles,Alannah Myles,14/03/1989,287440,FALSE,70,classic canadian rock,0.75,0.366,-10.07,0.0321,0.271
Would You Raise Your Hands?,Rogue Traders,The Sound Of Drums,Rogue Traders,2003,205866,FALSE,8,"australian dance,australian pop,australian rock,dance rock",0.527,0.907,-3.549,0.202,0.0325
The Forgotten,Green Day,Twilight 'Forever' Love Songs From the Twilight Saga,Various Artists,07/02/2014,298333,FALSE,0,"modern rock,permanent wave,punk,rock",0.507,0.429,-6.576,0.0268,0.145
Because the Night,Patti Smith,Easter,Patti Smith,1978,204800,FALSE,65,"art punk,permanent wave,protopunk,singer-songwriter",0.466,0.763,-7.748,0.0391,0.0542
It's The End Of The World As We Know It (And I Feel Fine),R.E.M.,Document (R.E.M. No. 5),R.E.M.,01/09/1987,246933,FALSE,65,"alternative rock,athens indie,permanent wave,rock",0.381,0.894,-8.638,0.037,0.0258
All By Myself,Eric Carmen,Eric Carmen,Eric Carmen,01/01/1975,430000,FALSE,61,"new wave pop,soft rock,yacht rock",0.376,0.373,-9.184,0.0305,0.827
Home Entertainment System,Lazaro's Dog,Triple Platinum,Lazaro's Dog,12/07/2005,132173,FALSE,15,adelaide punk,0.509,0.888,-5.853,0.148,0.263
Friday On My Mind,Gary Moore,Wild Frontier,Gary Moore,1987,251600,FALSE,35,"blues rock,british blues,electric blues",0.471,0.905,-11.798,0.0593,0.0319
Warrior,Havana Brown,Warrior,Havana Brown,01/01/2013,226295,FALSE,0,"australian dance,australian pop",0.757,0.543,-6.602,0.0363,0.0383
How You Remind Me,Nickelback,Silver Side Up,Nickelback,11/09/2001,223840,FALSE,84,"alternative metal,canadian rock,post-grunge",0.446,0.764,-5.042,0.033,0.00135
Silence,"Marshmello, Khalid",Silence,"Marshmello, Khalid",11/08/2017,180822,FALSE,81,"brostep,edm,pop,progressive electro house,pop,pop r&b",0.52,0.761,-3.093,0.0853,0.256
Man Overboard,Do Re Mi,Domestic Harmony,Do Re Mi,01/08/1985,250866,FALSE,0,"australian alternative rock,australian rock",0.581,0.514,-10.812,0.0652,0.31
Kiss Me,Sixpence None The Richer,Return of the 90s,Various Artists,16/11/2012,206400,FALSE,0,"lilith,pop rock",0.523,0.714,-7.17,0.0269,0.0264
All I Ask,Chase Martin,All I Ask,Chase Martin,06/12/2015,277706,FALSE,0,,0.422,0.318,-6.692,0.0303,0.74
Higher,"Sigma, Labrinth",Higher,Sigma,23/02/2015,181052,FALSE,0,"dancefloor dnb,house,pop dance,uk dance,indie poptimism,pop",0.45,0.877,-2.284,0.0828,0.0837
"Today's The Day - From ""The Ellen DeGeneres Show""",P!nk,"Today's The Day (From ""The Ellen DeGeneres Show"")",P!nk,10/09/2015,224826,FALSE,44,"dance pop,pop",0.497,0.922,-4.674,0.139,0.0363
How Do I Live,LeAnn Rimes,Greatest Hits,LeAnn Rimes,18/11/2003,266733,FALSE,0,"country,country dawn,country road",0.578,0.426,-9.171,0.0289,0.117
Don't Lose My Number - 2016 Remaster,Phil Collins,No Jacket Required (2016 Remaster),Phil Collins,25/01/1985,288546,FALSE,60,"rock drums,soft rock",0.585,0.832,-5.016,0.0814,0.168
Ave Mary A,P!nk,Funhouse,P!nk,24/10/2008,195946,FALSE,30,"dance pop,pop",0.61,0.914,-4.132,0.0424,0.0035
Last Thing on My Mind,Steps,Step One,Steps,2000,185666,FALSE,0,"diva house,europop,talent show",0.712,0.927,-3.493,0.0347,0.209
When Will I Be Loved,The Everly Brothers,Greatest and Original Hits,The Everly Brothers,15/09/2017,118773,FALSE,1,"adult standards,folk rock,mellow gold,rock-and-roll,rockabilly,sunshine pop",0.521,0.712,-4.44,0.0385,0.311
Miss Sarajevo,"Passengers, Luciano Pavarotti",Original Soundtracks 1,Passengers,01/01/1995,340466,FALSE,0,"ambient pop,canzone napoletana,classical tenor,italian tenor,opera,operatic pop",0.217,0.451,-10.432,0.0293,0.157
Against The Wind,Bob Seger,Against The Wind,Bob Seger,25/02/1980,333720,FALSE,65,"album rock,classic rock,country rock,detroit rock,hard rock,heartland rock,mellow gold,rock,singer-songwriter,soft rock",0.674,0.771,-5.612,0.0246,0.28
Lady Bump,Penny McLean,Lady Bump,Penny McLean,1975,226640,FALSE,39,,0.831,0.511,-14.578,0.115,0.00343
Jump In The Pool,Friendly Fires,Friendly Fires,Friendly Fires,30/08/2009,217040,FALSE,0,"alternative dance,dance rock,dance-punk,electrofox,indietronica,neo-synthpop,new rave,nu disco",0.419,0.924,-4.404,0.116,0.00883
Help Yourself,Tom Jones,50 Reasons To Love: Tom Jones,Tom Jones,01/01/2010,173106,FALSE,0,"adult standards,british invasion",0.62,0.76,-7.196,0.0568,0.555
Every Heartbeat,Amy Grant,Heart In Motion,Amy Grant,1991,213733,FALSE,38,christian music,0.648,0.89,-3.834,0.0429,0.288
Disarm,The Smashing Pumpkins,(Rotten Apples) The Smashing Pumpkins Greatest Hits,The Smashing Pumpkins,01/01/2001,198466,FALSE,48,"alternative metal,alternative rock,grunge,permanent wave,rock,spacegrunge",0.515,0.426,-9.267,0.0278,0.0482
Sexy Love,Kylie Minogue,Kiss Me Once,Kylie Minogue,14/03/2014,211745,FALSE,10,"australian dance,australian pop,dance pop,eurodance,new wave pop",0.673,0.906,-2.891,0.0624,0.0242
You're the One,Charli xcx,True Romance,Charli xcx,12/04/2013,195320,FALSE,28,"art pop,candy pop,metropopolis,pop,uk pop",0.561,0.771,-3.965,0.0385,0.00189
Have I Told You Lately,Russell Watson,Popera - Essential Classical Crossover,Various Artists,09/12/2014,274480,FALSE,0,operatic pop,0.399,0.206,-12.763,0.0309,0.786
Candle In The Wind,Elton John,Elton John's Greatest Hits,Elton John,01/01/1990,228000,FALSE,0,"glam rock,mellow gold,piano rock,rock",0.6,0.414,-13.182,0.0291,0.172
I Knew I Loved You,Savage Garden,Affirmation,Savage Garden,12/06/2000,252000,FALSE,0,"boy band,dance pop,pop rock",0.554,0.494,-9.875,0.029,0.312
Free,Ultra Naté,Situation:Critical,Ultra Naté,27/04/1998,353360,FALSE,2,"diva house,garage house,vocal house",0.757,0.905,-6.771,0.0338,0.00252
Feels So Right,Sunset City,Feels So Right,Sunset City,17/01/2020,207561,FALSE,12,australian electropop,0.735,0.747,-4.227,0.0614,0.026
Rock'n Me,Steve Miller Band,Fly Like An Eagle,Steve Miller Band,01/01/1976,187066,FALSE,69,"album rock,classic rock,hard rock,heartland rock,mellow gold,rock,singer-songwriter,soft rock",0.695,0.582,-11.35,0.0651,0.297
I'm an Albatraoz,"AronChupa, Little Sis Nora",I'm an Albatraoz,"AronChupa, Little Sis Nora",08/08/2014,166848,TRUE,70,"swedish pop,melbourne bounce international",0.883,0.817,-5.414,0.235,0.601
Victims,Culture Club,Colour By Numbers,Culture Club,01/10/1983,293426,FALSE,27,"new romantic,new wave,new wave pop,soft rock,synthpop",0.426,0.278,-15.283,0.0359,0.618
Love Letters,Billy Thorpe & The Aztecs,It's All Happening - 23 Original Hits (1964-1975),Billy Thorpe & The Aztecs,01/01/1995,194880,FALSE,0,australian rock,0.379,0.494,-6.817,0.0271,0.685
This Ain't A Love Song,Bon Jovi,These Days (Remastered),Bon Jovi,27/06/1995,306240,FALSE,0,"glam metal,rock",0.348,0.635,-6.836,0.0386,0.0932
Memphis Tennessee,Dave Berry,Dave Berry,Dave Berry,01/01/1964,145066,FALSE,23,british invasion,0.756,0.843,-6.22,0.0584,0.225
Here With Me,"Marshmello, CHVRCHES",Here With Me,"Marshmello, CHVRCHES",08/03/2019,156346,FALSE,71,"brostep,edm,pop,progressive electro house,indietronica,metropopolis,neo-synthpop,shimmer pop",0.791,0.565,-3.933,0.0439,0.0623
I Believe in You,Michael Bublé,Nobody but Me (Deluxe),Michael Bublé,21/10/2016,201813,FALSE,51,"adult standards,canadian pop,jazz pop,lounge",0.612,0.744,-5.671,0.033,0.125
Shimmer,Fuel,The Best of Fuel,Fuel,2005,214040,FALSE,49,"alternative metal,nu metal,post-grunge",0.263,0.784,-6.514,0.054,0.00192
If It's Lovin' That You Want,Rihanna,Music Of The Sun,Rihanna,29/08/2005,208106,FALSE,0,"barbadian pop,pop,urban contemporary",0.745,0.694,-7.519,0.128,0.0962
Are You With Me - Radio Edit,The Potbelleez,Are You With Me,The Potbelleez,2008,219833,FALSE,26,"aussietronica,australian dance,australian house",0.57,0.881,-5.223,0.0516,0.00376
Catch the Wind,Donovan,What's Bin Did and What's Bin Hid,Donovan,14/05/1965,173813,FALSE,0,"british folk,british invasion,classic rock,folk,folk rock,glam rock,psychedelic folk,psychedelic rock,scottish singer-songwriter,singer-songwriter",0.385,0.305,-12.167,0.0296,0.452
Don't Wanna Let You Go - Radio Edit,"Five, Stargate",Greatest Hits,Five,02/06/2003,217533,FALSE,22,"boy band,norwegian pop",0.744,0.952,-2.902,0.0476,0.223
Hello,Lionel Richie,Can't Slow Down,Lionel Richie,01/01/1983,246933,FALSE,66,soft rock,0.424,0.222,-15.053,0.0391,0.646
Cloudy Day,Tones And I,Cloudy Day,Tones And I,10/06/2021,185303,FALSE,44,australian pop,0.705,0.773,-6.094,0.0443,0.0691
If We Ever Meet Again (Featuring Katy Perry),Timbaland,Shock Value II (International Deluxe version),Timbaland,01/01/2009,292706,FALSE,0,"dance pop,pop,pop rap",0.652,0.605,-7.371,0.0393,0.00481
Free (feat. Emeli Sandé & Nas),"Rudimental, Emeli Sandé, Nas",Free (feat. Emeli Sandé),Rudimental,15/11/2013,270883,FALSE,30,"pop dance,uk dance,uk funky,r&b,talent show,uk pop,conscious hip hop,east coast hip hop,gangster rap,hardcore hip hop,hip hop,queens hip hop,rap",0.642,0.496,-10.922,0.0851,0.122
Don't Start Now - Dom Dolla Remix,"Dua Lipa, Dom Dolla",Don't Start Now (Remixes),Dua Lipa,10/01/2020,210879,FALSE,41,"dance pop,pop,uk pop,australian house,deep groove house,house",0.862,0.897,-5.444,0.0365,0.0664
